CHR,START,STOP,ENTREZ
chr2,105953816,105965668,79074
chr2,27070615,27173219,56896
chr2,74881355,74909186,10505
chr2,73481810,73511559,150726
chr2,154728426,155310361,114805
chr2,105974169,106054970,2274
chr2,198669426,199437305,5334
chr2,113531492,113542167,3552
chr2,202152994,202222121,130540
chr2,178092323,178257425,4780
chr2,219124219,219128582,151306
chr2,98280680,98319527,728537
chr2,31456880,31492313,30845
chr2,97202480,97218375,10865
chr2,219128850,219134980,14
chr2,25012603,25016251,391356
chr2,113587328,113594480,3553
chr2,31557187,31637581,7498
chr2,25016005,25045245,79172
chr2,172949468,172954405,1745
chr2,190526111,190535557,54529
chr2,172964167,172967628,1746
chr2,75061108,75120486,3099
chr2,231191899,231268447,93349
chr2,155554811,155714863,3760
chr2,25042038,25142708,109
chr2,202241930,202316302,66008
chr2,69871557,70053596,307
chr2,27193480,27250064,22924
chr2,204103663,204163009,57404
chr2,73518058,73520833,1961
chr2,178257372,178408564,8540
chr2,190539016,190625919,150709
chr2,200134223,200335989,23314
chr2,97258907,97308524,55683
chr2,115199876,116603328,57628
chr2,73612886,73837920,7840
chr2,231280657,231408805,6672
chr2,113670548,113676459,27178
chr2,27255778,27264563,54867
chr2,219135115,219211516,25953
chr2,32090129,32236299,51072
chr2,27714750,27718112,64838
chr2,204192942,204312446,10152
chr2,202252581,202345569,55437
chr2,113730780,113743242,56300
chr2,45878484,46415129,5581
chr2,182818968,182996125,151242
chr2,190611386,190627953,64172
chr2,3383446,3488865,51112
chr2,75185619,75197255,56655
chr2,157291802,157470247,2820
chr2,113763038,113765621,27179
chr2,64119280,64246206,51542
chr2,190635049,190649097,94101
chr2,27719709,27746554,2646
chr2,219138915,219157309,64114
chr2,106361354,106510730,8440
chr2,73867959,73869520,51471
chr2,73867959,73869520,9027
chr2,231577560,231685790,51719
chr2,73956231,73964527,51002
chr2,70056774,70108528,64395
chr2,113779668,113810444,27177
chr2,75273590,75426826,6869
chr2,178413726,178417742,150737
chr2,178477720,178483694,92104
chr2,27799389,27805588,84226
chr2,190649107,190742355,5378
chr2,231729354,231743963,81618
chr2,25166505,25194963,51277
chr2,75696428,75796848,84141
chr2,106679702,106694615,84417
chr2,73989311,74007284,8446
chr2,118572226,118589955,8886
chr2,27805897,27858041,84450
chr2,27265232,27293490,60509
chr2,200775979,200820658,205327
chr2,32092878,32264881,84661
chr2,122484521,122494499,84365
chr2,113816215,113822959,26525
chr2,106709759,106810795,80146
chr2,200794698,200820459,129450
chr2,32288680,32382706,6683
chr2,202352148,202483901,151254
chr2,25264999,25378243,22979
chr2,111395275,111435691,699
chr2,32390933,32449448,55676
chr2,122494679,122525429,7247
chr2,178487980,178973066,50940
chr2,231772033,231825781,9290
chr2,231860836,231889770,130560
chr2,64319786,64371588,57162
chr2,200820040,200873263,79568
chr2,204259068,204400133,65059
chr2,231902205,231914434,257407
chr2,3501132,3523507,55256
chr2,70120692,70132707,11017
chr5,132323344,132323802,11017
chr2,97371666,97405801,81562
chr2,75873909,75917977,9801
chr2,231921578,232037541,5707
chr2,64681103,64688515,29094
chr2,70124820,70170077,4084
chr2,3622795,3628509,6201
chr2,202484907,202508293,65062
chr2,201170604,201346986,26010
chr2,75879126,75938115,6936
chr2,158114110,158170723,11227
chr2,183580999,183659191,54431
chr2,124782864,125672864,129684
chr2,27293340,27294641,100128731
chr2,46520806,46613836,2034
chr2,3642426,3692048,78989
chr2,219221579,219232822,375307
chr2,25383722,25391772,5443
chr2,27848506,27851879,79635
chr2,64751465,64820139,54812
chr2,219246752,219261617,6556
chr2,127413509,127454246,2995
chr2,27851114,27874375,11321
chr2,118673054,118771709,54520
chr2,70187226,70189397,151516
chr2,70314585,70316332,5093
chr2,70377012,70475747,54980
chr2,27301435,27309271,11117
chr2,76974845,77820445,80059
chr2,158175137,158184225,57471
chr2,32449522,32490923,58484
chr2,27309615,27323640,3795
chr2,173420101,173489823,5163
chr2,25455845,25565459,1788
chr2,32502979,32541663,84272
chr2,107418056,107503564,84620
chr2,127656472,127659673,101929926
chr2,79252812,79255631,130120
chr2,32582096,32843966,57448
chr2,204571198,204603635,940
chr2,46656329,46711564,388946
chr2,190744335,191068210,84281
chr2,158271131,158345473,9595
chr2,183698002,183731890,2487
chr2,190920423,190927455,2660
chr2,64858755,64978139,9792
chr2,97426639,97477628,26504
chr2,204732509,204738683,1493
chr2,71680852,71913898,8291
chr2,231972944,231989832,3357
chr2,27321757,27341995,10669
chr2,232063260,232239548,80210
chr2,46717889,46769696,90423
chr2,97481982,97499648,26505
chr2,46768945,46810260,23433
chr2,183773843,183903586,10787
chr2,65215611,65250999,6509
chr2,79312156,79315145,5968
chr2,27873679,27886676,9913
chr2,173600002,173917621,11069
chr2,70436576,70475792,7072
chr2,79347488,79350545,5967
chr2,191054461,191208919,26275
chr2,204801471,204826300,29851
chr2,219262979,219270664,58190
chr2,111490150,111875799,55289
chr2,27886338,27917840,22950
chr2,27346682,27353680,84696
chr2,205410516,206484886,117583
chr2,202509593,202563417,58538
chr2,3705785,3750261,55821
chr2,79384132,79386879,5068
chr2,219283815,219318018,7429
chr2,3751453,3836122,728597
chr2,118846028,118868573,51141
chr2,201353675,201384507,130535
chr2,232260254,232265875,93010
chr2,32853099,33046118,55622
chr2,232318242,232348352,4691
chr2,5832799,5841516,6664
chr2,79412357,80875905,1496
chr2,6980701,7006766,129607
chr2,158383279,158485517,130399
chr2,7005937,7038370,91543
chr2,27994584,28210954,9553
chr2,201374731,201448505,151246
chr2,127805603,127864931,274
chr2,178977151,179003738,129831
chr2,158592958,158732374,90
chr2,7057523,7208417,9781
chr2,28004231,28113965,64080
chr2,179059208,179264160,114880
chr2,97490263,97523671,200539
chr2,111876955,111926024,10018
chr2,191208196,191236391,3628
chr2,201450591,201541787,316
chr2,25600067,25896503,1838
chr2,219314974,219433084,57695
chr2,108602979,108630450,60482
chr2,8818975,8824583,3398
chr2,65283500,65314138,23177
chr2,33172039,33624576,4052
chr2,70484518,70508323,51449
chr2,202565277,202645912,57679
chr2,80515483,80531874,347730
chr2,158733214,158992666,151531
chr2,65297835,65357240,5861
chr2,232387871,232395206,10316
chr2,232457575,232458994,165100
chr2,8865408,8977760,57498
chr2,232571605,232578251,5757
chr2,27353624,27357543,10113
chr2,70508494,70520903,6637
chr2,84650647,84687169,8802
chr2,97502348,97523832,51239
chr2,179296141,179316239,8575
chr2,232597135,232650982,5147
chr2,159027593,159313265,130940
chr2,28112808,28561768,9577
chr2,191273081,191373931,54842
chr2,108863651,108881807,442038
chr2,191369068,191399448,100131211
chr2,206546714,206662857,8828
chr2,108905095,108926371,6819
chr2,219433303,219461803,9125
chr2,232646381,232673963,64708
chr2,46808076,46844258,5281
chr2,173940163,174132738,51776
chr2,65454887,65498387,10097
chr2,219472488,219501907,84812
chr2,191511472,191557492,4664
chr2,97525453,97536494,54910
chr2,112523848,112642267,64682
chr2,84743579,85046713,1768
chr2,108994367,109004513,27233
chr2,65537985,65659771,200734
chr2,232786530,232791113,4880
chr2,27359723,27362278,339779
chr2,27371872,27376378,150921
chr2,159313476,159539391,8502
chr2,179316163,179326117,494513
chr2,97541620,97684175,51252
chr2,109065017,109125871,9648
chr2,27422455,27435826,8884
chr2,28615315,28640179,2355
chr2,191745553,191830278,2744
chr2,179328391,179343327,51661
chr2,179345195,179381189,65977
chr2,232825955,233209060,129563
chr2,28680012,28866654,151056
chr2,97749320,97760619,151313
chr2,66660584,66801001,4211
chr2,219502639,219524378,7701
chr2,206858445,206951027,54891
chr2,233243244,233247599,250
chr2,174219548,174233725,83879
chr2,46843555,46852881,9419
chr2,159651829,159719293,92196
chr2,159825146,160089170,85461
chr2,33661391,33789817,25780
chr2,219523487,219528166,617
chr2,127941696,127977654,339761
chr2,206979541,207024327,4719
chr2,233271553,233275424,251
chr2,97779233,97930258,375248
chr2,128014866,128051752,2071
chr2,233320833,233324742,248
chr2,174771187,174830430,6670
chr2,233344537,233352538,9427
chr2,47129009,47168994,90411
chr2,33808725,33824449,25940
chr2,8992820,9143942,129642
chr2,85048774,85134132,129293
chr2,160092304,160143310,151525
chr2,219528587,219537134,64320
chr2,74011316,74044274,388960
chr2,174937175,175113426,29789
chr2,74056086,74100786,10617
chr2,36583069,36778278,51232
chr2,85132749,85133795,9168
chr2,85198216,85286595,56888
chr2,191829084,191885686,6772
chr2,98262503,98264846,1329
chr2,27434895,27440046,51374
chr2,9346894,9545812,8853
chr2,85360533,85537511,83439
chr2,233385173,233390422,646960
chr2,233390703,233401377,1144
chr2,36778570,36873230,9637
chr2,219536749,219567439,27148
chr2,128056306,128146041,10746
chr2,98272431,98280570,10120
chr2,160175490,160473203,29994
chr2,179390716,179695529,7273
chr2,233404437,233411113,1146
chr2,233412779,233415226,200765
chr2,27440258,27466811,790
chr2,233414762,233448354,9470
chr2,9543604,9563676,9270
chr2,85545147,85555548,10618
chr2,191894302,192016322,6775
chr2,128176003,128186822,5624
chr2,233470767,233547491,80303
chr2,74119441,74146992,72
chr2,47143296,47303276,57217
chr2,219575568,219620139,9654
chr2,85569211,85581743,54884
chr2,175199674,175203220,100131390
chr2,175212750,175260443,9541
chr2,233562009,233725285,26058
chr2,27476552,27498685,7781
chr2,74153953,74186088,1716
chr2,98330023,98356325,7535
chr2,192109911,192290115,4430
chr2,219646472,219680016,1593
chr2,74229840,74335303,200424
chr2,85581517,85618875,84173
chr2,74362525,74375121,388962
chr2,74379655,74406025,55233
chr2,219687106,219696809,53632
chr2,74425689,74444692,10797
chr2,160569000,160627538,64844
chr2,9563697,9613230,51692
chr2,207024309,207027652,1933
chr2,36923833,37041935,5212
chr2,74438731,74590504,57835
chr2,74443369,74570541,57835
chr2,160625364,160654753,9936
chr2,160628362,160761260,9936
chr2,160628362,160761221,9936
chr2,98372799,98612388,23505
chr2,219724544,219738955,7475
chr2,219745085,219764303,80326
chr2,219824377,219826876,8941
chr2,219845809,219850379,54738
chr2,207040040,207082771,2825
chr2,128193783,128284462,55677
chr2,207139387,207179148,57683
chr2,219854911,219858143,1412
chr2,207308263,207485851,8745
chr2,160628362,160761260,4065
chr2,160628362,160761221,4065
chr2,9613787,9636672,285148
chr2,47272677,47382517,285051
chr2,37070783,37193615,6801
chr2,37195526,37311485,54497
chr2,98703579,98929762,200403
chr2,192542794,192561385,64859
chr2,233631174,233641278,3769
chr2,233721980,233743418,389084
chr2,233743396,233877982,25791
chr2,37311594,37326387,253635
chr2,233897382,233899767,4759
chr2,219867568,219906249,255101
chr2,192699028,192711981,8436
chr2,233924677,234116549,3635
chr2,9628615,9695921,6868
chr2,128293378,128395304,4648
chr2,192813769,193060435,23671
chr2,37326353,37384208,5610
chr2,85621871,85645555,822
chr2,207516345,207583120,391475
chr2,207602487,207630271,130752
chr2,196440701,196602426,57181
chr2,9724101,9771143,10971
chr2,207630081,207657233,22868
chr2,37394963,37423741,391365
chr2,160956177,161128399,3694
chr2,234118697,234204320,55054
chr2,85645844,85664152,284948
chr2,219919142,219925189,3549
chr2,219940039,220025587,79840
chr2,98962618,99015064,1261
chr2,74588281,74619214,1639
chr2,9983483,10074545,9014
chr2,207804278,207834198,130749
chr2,207938861,208031991,8609
chr2,161128662,161350305,5937
chr2,196602427,196933536,56171
chr2,85766288,85772403,4144
chr2,219940051,220035549,151295
chr2,99061317,99210853,3631
chr2,85771846,85788670,2677
chr2,208394461,208468155,1385
chr2,37428755,37458856,10153
chr2,10085341,10142411,29841
chr2,47572297,47614740,4072
chr2,220036619,220042828,27013
chr2,128395956,128439360,55679
chr2,220040947,220050201,79137
chr2,234216462,234255701,6295
chr2,85788685,85809154,8673
chr2,85811531,85820535,10791
chr2,196998290,197041227,9262
chr2,161993419,162092732,10010
chr2,208445355,208490652,151194
chr2,220059959,220074373,130617
chr2,197059094,197458416,57520
chr2,128403439,128410213,2840
chr2,234263153,234380750,8527
chr2,85822848,85824736,51255
chr2,128458596,128568761,84826
chr2,128458597,128461385,84826
chr2,128458596,128568761,55339
chr2,74641304,74648718,388963
chr2,85825671,85830319,129303
chr2,99215773,99224978,493753
chr2,74648805,74652882,84058
chr2,10182976,10194963,8462
chr2,99225042,99234978,25972
chr2,208576264,208626563,151195
chr2,99235569,99347589,11320
chr2,10196907,10221071,192668
chr2,220074490,220083712,10058
chr2,74652963,74669549,6242
chr2,10262455,10271545,6241
chr2,208627310,208634287,7855
chr2,208693027,208890284,389072
chr2,47630108,47789450,4436
chr2,162164549,162268228,10213
chr2,208986331,208989225,1421
chr2,208992861,208994554,1420
chr2,209007297,209010892,1419
chr2,209025464,209028300,1418
chr2,85829979,85876403,10713
chr2,209030067,209054797,389073
chr2,209100951,209130798,3417
chr2,99410309,99552722,343990
chr2,37458774,37480546,55471
chr2,234384166,234475428,55230
chr2,162272605,162282381,10716
chr2,37477645,37551951,23683
chr2,10443015,10567743,3241
chr2,99613724,99771427,80705
chr2,209130991,209223475,200576
chr2,128603840,128615731,5433
chr2,128619204,128643496,83607
chr2,10580094,10588630,4953
chr2,37571717,37600465,25797
chr2,128698791,128785694,79595
chr2,162280843,162841792,57282
chr2,37869032,37965611,10602
chr2,85833777,85839189,388969
chr2,47743720,47798078,56660
chr2,10710892,10830101,79954
chr2,99757948,99939204,51263
chr2,99797542,99814089,51263
chr2,220074494,220094439,79065
chr2,38150330,38294285,151393
chr2,85884437,85895864,6439
chr2,234684370,234742069,339766
chr2,47922669,48037240,2956
chr2,99757948,99767950,150590
chr2,234742062,234763212,55355
chr2,99771418,99779620,51601
chr2,99777890,99797521,129531
chr2,209224438,209719227,5746
chr2,234826043,234928166,79054
chr2,38294116,38337044,1545
chr2,85912298,85925977,10578
chr2,220094479,220101391,55139
chr2,10861775,10925236,245973
chr2,38522022,38604427,64225
chr2,128848774,128953251,56886
chr2,210288782,210598842,4133
chr2,85978467,86015189,84913
chr2,86066267,86116137,8869
chr2,162848751,162931052,1803
chr2,234959323,234985778,6694
chr2,220101328,220110200,79411
chr2,99858709,99871745,254773
chr2,235401685,235405697,10123
chr2,235860617,235964358,23677
chr2,99900701,99921205,129530
chr2,99935445,99957165,10190
chr2,162999392,163008914,2641
chr2,236402733,237040444,116987
chr2,163027194,163101661,2191
chr2,86247339,86333278,25885
chr2,210636717,210864024,285175
chr2,38789120,38830728,92906
chr2,10923517,10978103,10130
chr2,237073879,237077012,2637
chr2,99953816,100017789,9669
chr2,237102095,237173052,401036
chr2,220110177,220115059,8576
chr2,237232794,237416185,79781
chr2,220114433,220142892,7277
chr2,128994290,129076151,9394
chr2,86333305,86369280,55037
chr2,130737235,130740311,84084
chr2,220143989,220151622,3300
chr2,237476430,237491001,57007
chr2,237993955,238009109,10920
chr2,210867289,210886300,6120
chr2,163123589,163175213,64135
chr2,100016938,100106497,51455
chr2,130896860,130902707,91409
chr2,130896860,130902707,90557
chr2,132285248,132291239,90557
chr2,38893052,38968379,130589
chr2,163175350,163228105,25801
chr2,220154345,220174370,5798
chr2,11052063,11054350,3754
chr2,11273179,11286916,130813
chr2,11295324,11319000,130814
chr2,48016455,48132932,80204
chr2,38970741,38978636,6432
chr2,163227917,163695240,90134
chr2,11319887,11488456,9475
chr2,210886147,211036107,151050
chr2,86371055,86422893,10989
chr2,164449906,164592522,55137
chr2,238232646,238323018,1293
chr2,220192131,220197899,389075
chr2,100162323,100759201,3899
chr2,130908981,130940323,55627
chr2,38978676,39012142,79833
chr2,211052663,211090215,33
chr2,220238268,220264744,23549
chr2,11584501,11606297,1876
chr2,165349322,165478358,2888
chr2,211154874,211179914,4632
chr2,165510134,165700189,22837
chr2,86426478,86440917,51318
chr2,86441116,86565206,65055
chr2,100889753,100939195,164832
chr2,39024871,39103075,90957
chr2,211295973,211342376,10314
chr2,238394071,238463961,79083
chr2,11674242,11782914,9687
chr2,86667770,86719839,55818
chr2,220283099,220291461,1674
chr2,165752696,165812035,151258
chr2,101008327,101034118,9486
chr2,211342406,211543831,1373
chr2,220299568,220363009,100996693
chr2,220299568,220363009,10290
chr2,39103103,39156213,729967
chr2,39117021,39202590,100271715
chr2,11798304,11810290,23620
chr2,101086944,101099742,129521
chr2,165944032,166060577,6328
chr2,238475217,238475818,51052
chr2,101179152,101193197,79031
chr2,238482965,238510257,64284
chr2,11817721,11967535,23175
chr2,101436614,101613291,4862
chr2,238536219,238722325,9208
chr2,130939310,130948302,653784
chr2,132222473,132250316,653784
chr2,130939310,130948302,80097
chr2,132222473,132250316,80097
chr2,39208537,39351486,6654
chr2,130949318,130956034,112714
chr2,220363589,220371710,29926
chr2,86730554,86948245,51652
chr2,86732791,86948245,51652
chr2,131095814,131099922,84317
chr2,86732791,86948245,7844
chr2,86830516,86850989,7844
chr2,86947296,87005164,64795
chr2,101618177,101640494,6160
chr2,238707032,238751451,375316
chr2,238767536,238820756,10267
chr2,87011729,87035519,925
chr2,131099798,131105383,92856
chr2,220378892,220403494,55515
chr2,12857015,12882860,28951
chr2,39402787,39456729,344387
chr2,220403669,220408509,79586
chr2,166095912,166248818,6326
chr2,238875469,238951236,140739
chr2,220408385,220415317,130612
chr2,48541776,48606433,3344
chr2,14772810,14790933,151354
chr2,166326157,166545917,80034
chr2,220415451,220436581,23363
chr2,87135076,87241104,400966
chr2,88055474,88285309,400966
chr2,166604101,166651192,2591
chr2,238969530,239008054,51540
chr2,131113580,131132982,26469
chr2,101624079,101869328,11138
chr2,15307032,15701454,51594
chr2,87229682,87248975,5343
chr2,88047606,88058312,5343
chr2,87229682,87248975,5342
chr2,88047606,88058312,5342
chr2,166713985,166810353,79809
chr2,220433884,220440435,3623
chr2,88055474,88285309,729857
chr2,220462582,220481173,114790
chr2,239008798,239041928,339768
chr2,101869264,101886778,55571
chr2,88326724,88355248,51315
chr2,239047363,239061588,377007
chr2,239067623,239077541,151176
chr2,131278770,131285579,653275
chr2,131278770,131285579,55997
chr2,131350339,131357123,55997
chr2,88367299,88412906,150572
chr2,101887681,101925163,284996
chr2,239079042,239112370,80895
chr2,220492049,220506702,6508
chr2,212240446,213403565,2066
chr2,101962013,102004057,200407
chr2,48667737,48742525,129285
chr2,102013823,102091165,731220
chr2,239146908,239149303,55502
chr2,39476407,39664453,8491
chr2,131486643,131487909,344561
chr2,166845670,166984523,6323
chr2,131513008,131525707,205147
chr2,213864429,214017151,22807
chr2,222282747,222438922,2043
chr2,239152679,239198743,8864
chr2,131594489,131804836,50649
chr2,167051695,167232503,6335
chr2,239229082,239309541,26146
chr2,15731302,15771235,1653
chr2,88422510,88427635,2168
chr2,88469835,88486146,55258
chr2,39892122,39945103,130733
chr2,223064607,223163715,5077
chr2,88824169,88829102,200523
chr2,214149113,215275225,79582
chr2,16080686,16087129,4613
chr2,88856259,88927094,9451
chr2,239335383,239360891,51665
chr2,239756673,239795893,117581
chr2,16730727,16847599,81553
chr2,88991162,89050452,22934
chr2,239969864,240323348,9759
chr2,223162866,223169936,151278
chr2,223289236,223425667,130367
chr2,223435255,223521056,10056
chr2,131805449,131851033,130074
chr2,215275789,215443683,402117
chr2,167260083,167350757,6332
chr2,215590370,215674428,580
chr2,223536505,223574649,116255
chr2,131862420,132111282,55041
chr2,223725652,223809357,2181
chr2,215796266,216003151,26154
chr2,240831867,240964819,4705
chr2,17691851,17699706,729475
chr2,17720393,17838285,7447
chr2,167744997,168116263,129446
chr2,39963200,40006407,80745
chr2,17845079,17981509,79677
chr2,168675182,168730551,8708
chr2,168810530,169104651,27347
chr2,240968841,240969906,389090
chr2,240984494,240985489,150681
chr2,241065980,241076224,150678
chr2,241078446,241083979,150677
chr2,95537178,95542574,150483
chr2,223916532,224063117,23704
chr2,224461658,224467221,7857
chr2,224616403,224702744,130340
chr2,95691422,95719737,4118
chr2,95752952,95815179,64969
chr2,224720433,224810104,57590
chr2,169312372,169631644,253782
chr2,241375088,241407493,2817
chr2,224822121,224832431,65080
chr2,241418839,241508626,51281
chr2,40324410,40838193,6546
chr2,169643049,169722024,115677
chr2,42162508,42181406,400950
chr2,42275160,42285668,91461
chr2,216176540,216214487,471
chr2,17935125,17966632,348654
chr2,241499471,241503431,285193
chr2,42396490,42559688,27436
chr2,241505221,241520789,57140
chr2,17997763,17998368,343930
chr2,18059114,18542882,3790
chr2,18735989,18741946,57665
chr2,169690642,169769881,57405
chr2,169757750,169766505,57818
chr2,169779448,169887832,8647
chr2,241526133,241557122,11132
chr2,18737050,18770838,93034
chr2,169921299,169952677,10170
chr2,19551246,19558414,130497
chr2,20096404,20101747,130502
chr2,42560686,42652228,9167
chr2,20110021,20189892,57539
chr2,241544848,241570676,2859
chr2,241615835,241622323,653437
chr2,132905164,133015542,554226
chr2,241631262,241637900,375318
chr2,133174147,133404132,2863
chr2,42669157,42721237,170850
chr2,241653181,241759725,547
chr2,169983619,170219195,4036
chr2,133402426,133429152,116372
chr2,42721709,42984087,57504
chr2,20191872,20212455,4148
chr2,133429374,134326034,344148
chr2,134877554,135212192,4249
chr2,20232411,20251789,9741
chr2,241807896,241819919,189
chr2,42989642,42991401,165140
chr2,42994229,43019733,23498
chr2,135213330,135476570,81615
chr2,241825465,241836306,79919
chr2,20400558,20425194,6382
chr2,241858202,241932728,728763
chr2,20448452,20551995,23369
chr2,241938255,242034983,25992
chr2,170335688,170382432,129880
chr2,48756522,48826025,11037
chr2,43393800,43823185,63892
chr2,170366212,170382772,10324
chr2,135596117,135659604,130013
chr2,242011584,242041747,130916
chr2,170386259,170430385,79675
chr2,135675805,135716912,905
chr2,135722061,135805038,80122
chr2,170440850,170497916,9360
chr2,48757064,49003654,11036
chr2,48844937,48960287,11036
chr2,242045514,242089679,23178
chr2,170501935,170550943,129881
chr2,170550975,170558218,493911
chr2,170550998,170633499,151230
chr2,170648443,170668574,6741
chr2,135809835,135933964,22930
chr2,242088991,242123067,5510
chr2,216225163,216300895,2335
chr2,43449541,43453748,678
chr2,242127924,242164792,50636
chr2,43864412,43995126,130271
chr2,135894486,136288806,84083
chr2,170666591,170681441,29081
chr2,242166679,242256476,3069
chr2,44001178,44037149,51626
chr2,136289025,136482840,23518
chr2,170683968,170940641,130507
chr2,48859428,48982880,3973
chr2,242254515,242293442,4735
chr2,136499189,136542625,23190
chr2,171034655,171511681,140469
chr2,44039611,44066004,64240
chr2,136545410,136594750,3938
chr2,44066103,44105605,64241
chr2,242295658,242434256,9855
chr2,49189296,49381676,2492
chr2,44113647,44223144,10128
chr2,136597196,136633996,4175
chr2,136664247,136743670,1615
chr2,242432089,242449145,10494
chr2,242498136,242513546,666
chr2,242523820,242576864,51078
chr2,136871919,136875735,7852
chr2,242576628,242613272,23192
chr2,137523115,138435287,80731
chr2,138721590,138773930,3176
chr2,242615157,242626406,1841
chr2,50145643,51259674,9378
chr2,139259371,139331117,339745
chr2,242641450,242668893,84289
chr2,139428342,139537918,11249
chr2,140988992,142889270,53353
chr2,242673994,242708231,728294
chr2,242716240,242743623,64090
chr2,242749920,242758739,129807
chr2,143635067,143799890,8942
chr2,242792033,242801060,5133
chr2,242811752,242815975,285093
chr2,143848931,144525921,55843
chr2,144695635,145090135,79712
chr2,145141648,145282147,9839
chr2,53759810,54087170,51130
chr2,53897430,54087297,51130
chr2,148602086,148688393,92
chr2,148687968,148779147,5000
chr2,53994929,54002333,494143
chr2,54014181,54045956,27248
chr2,149402009,149545130,26122
chr2,149632819,149883273,3800
chr2,54080050,54087126,10936
chr2,149894621,150071776,130576
chr2,150186499,150330662,130574
chr2,54091204,54197977,23198
chr2,150426148,150444330,27249
chr2,151324709,151395525,390
chr2,152104454,152118393,375287
chr2,152126979,152146571,9111
chr2,152214106,152236560,7130
chr2,152266397,152364527,55183
chr2,152341850,152591001,4703
chr2,54197975,54532437,98
chr2,54480315,54483409,388951
chr2,54557171,54610879,129852
chr2,54683422,54896812,6711
chr2,54950636,55199157,400954
chr2,55199325,55339757,57142
chr2,55401927,55459699,130162
chr2,55459039,55462989,6233
chr2,55463731,55496483,4528
chr2,55514978,55647057,55704
chr2,55746740,55773015,112942
chr2,55774428,55846015,57223
chr2,55861400,55921045,87178
chr2,56093102,56151274,2202
chr2,56411258,56613308,114800
chr2,58134786,58387055,7444
chr2,58386378,58468507,55120
chr2,60678302,60780702,53335
chr2,60983365,61029220,64895
chr2,61108656,61158745,5966
chr2,61167357,61245394,150962
chr2,61244360,61279125,5194
chr2,61293006,61391960,84542
chr2,61372243,61391964,339804
chr2,61414598,61697904,9736
chr2,61704984,61765761,7514
chr20,44179792,44207965,90199
chr20,44236578,44259907,259240
chr20,54967427,54979518,1477
chr20,44258165,44259835,140832
chr20,44277202,44298909,259239
chr20,44313292,44333658,280664
chr20,44350990,44354469,391253
chr20,2639041,2644865,3420
chr20,44376583,44420571,140686
chr20,54987168,55034396,57091
chr20,57570240,57582302,1522
chr20,55043647,55093943,51507
chr20,2673524,2740753,57593
chr20,57594309,57601709,81027
chr20,44420576,44440066,116092
chr20,62665697,62671315,284739
chr20,57600522,57607437,514
chr20,44441215,44445596,11065
chr20,55066548,55100981,140687
chr20,57608200,57617964,51012
chr20,55092243,55101198,388799
chr20,55108302,55111576,388799
chr20,55092243,55101198,200232
chr20,2774715,2781283,56265
chr20,55204358,55214339,7022
chr20,57766075,57834168,128611
chr20,44451853,44462384,7125
chr20,57875482,57901047,1908
chr20,18548064,18550207,388789
chr20,2795614,2800930,100288797
chr20,2795614,2798712,100288797
chr20,55743804,55841685,655
chr20,2795633,2796479,128653
chr20,2815960,2821836,64773
chr20,55904815,55919050,23626
chr20,58152564,58422766,116154
chr20,44462449,44471914,90203
chr20,55926066,55954267,8480
chr20,2821349,2847378,64601
chr20,44470360,44486045,10005
chr20,55933496,55934878,100462983
chr20,55966463,55984389,55544
chr20,58438618,58508710,10388
chr20,31276723,31278816,578
chr6,33540329,33548019,578
chr20,34108569,34117481,140873
chr20,34111014,34117481,140873
chr20,44486256,44507761,140831
chr20,44509866,44513905,90204
chr20,56071035,56100708,140690
chr20,44515128,44516274,128497
chr20,44517264,44519926,140825
chr20,58508819,58523735,63939
chr20,58511894,58515352,5509
chr20,58533471,58609066,60437
chr20,44518783,44527459,5476
chr20,59827482,60515673,1002
chr20,56136136,56141513,5105
chr20,60528525,60640866,6874
chr20,3024268,3026393,2797
chr20,56178902,56195632,81030
chr20,3026591,3028900,64949
chr20,3052266,3053163,5020
chr20,60697517,60710434,149986
chr20,3063202,3065370,551
chr20,56223448,56286592,56937
chr20,60711791,60718496,5688
chr20,56725960,56736206,128602
chr20,44527399,44540794,5360
chr20,56793551,56803709,140731
chr20,3088219,3140842,22888
chr20,3127165,3140543,60493
chr20,3143263,3154192,9762
chr20,3170996,3185331,65992
chr20,60718822,60757540,26039
chr20,3189514,3204516,3704
chr20,56884752,56942563,57403
chr20,56964178,57026157,9217
chr20,60758085,60778624,26164
chr20,3208063,3219836,83959
chr20,57034157,57090187,164284
chr20,60790026,60795323,11255
chr20,60813580,60871268,9885
chr20,57226328,57254582,8675
chr20,3229951,3388272,25943
chr20,44563267,44576662,63935
chr20,44577292,44600833,63925
chr20,60877149,60883918,11047
chr20,57264187,57294294,79716
chr20,3451687,3631769,8455
chr20,60883011,60942368,3911
chr20,44637547,44645200,4318
chr20,3639939,3644046,64096
chr20,44650356,44688784,57468
chr20,3648612,3662893,80332
chr20,60962172,60963576,6227
chr20,60963688,60982341,81928
chr20,60985293,61002589,140893
chr20,57414773,57486247,2778
chr20,61038553,61051026,140628
chr20,3667617,3687775,6614
chr20,61273797,61317137,28231
chr20,44689624,44718591,57727
chr20,44746911,44758502,958
chr20,61340189,61394123,4923
chr20,61427805,61431945,55257
chr20,61436187,61445352,11054
chr20,44802372,44937137,64405
chr20,3713314,3733758,116835
chr20,61447596,61472511,1299
chr20,44978167,44993043,51006
chr20,3734155,3749034,54976
chr20,3758151,3762095,25876
chr20,3764498,3767337,1059
