ENSGID,ENTREZ,CHR,START,END,EXON_LENGTH,GENESIZE,EXON_RATIO
ENSG00000132000,79883,19,14042000,14064204,3825,22205,0.1722585
ENSG00000171804,83889,19,38375463,38397317,9073,21855,0.415145276
ENSG00000105497,7728,19,52074551,52092991,4603,18441,0.249606854
ENSG00000105501,8778,19,52114781,52150151,3319,35371,0.093833932
ENSG00000105738,23094,19,38397868,38699012,8148,301145,0.027056733
ENSG00000254415,100049587,19,52145806,52150054,2035,4249,0.47893622
ENSG00000079313,100302210,19,1815248,1848452,4578,33205,0.137870803
ENSG00000079313,57455,19,1815248,1848452,4578,33205,0.137870803
ENSG00000105509,3036,19,52216365,52227247,2241,10883,0.205917486
ENSG00000129911,83855,19,1852399,1863567,2888,11169,0.258572836
ENSG00000171051,2357,19,52248425,52307363,2594,58939,0.044011605
ENSG00000171049,2358,19,52255279,52273779,3700,18501,0.19998919
ENSG00000011332,8193,19,38701646,38720354,3314,18709,0.177134
ENSG00000129968,81926,19,1876809,1885546,1910,8738,0.218585489
ENSG00000167642,10653,19,38734675,38783254,2542,48580,0.05232606
ENSG00000227500,113178,19,1905213,1926016,3420,20804,0.164391463
ENSG00000187474,2359,19,52298416,52329442,2772,31027,0.089341541
ENSG00000167641,94274,19,38741877,38747231,1501,5355,0.280298786
ENSG00000213638,113179,19,1905377,1913444,2235,8068,0.277020327
ENSG00000161551,84765,19,52359055,52394203,4463,35149,0.12697374
ENSG00000133275,1455,19,1941188,1981337,3452,40150,0.085977584
ENSG00000198093,65251,19,52392477,52408293,3634,15817,0.229752798
ENSG00000132017,90379,19,14063304,14072254,2385,8951,0.266450676
ENSG00000133243,55643,19,1985447,2034880,2815,49434,0.056944613
ENSG00000176024,79898,19,52430400,52452012,2810,21613,0.130014343
ENSG00000132005,5989,19,14072350,14117851,4577,45502,0.100588985
ENSG00000256683,59348,19,52467596,52490109,2841,22514,0.12618815
ENSG00000171136,117579,19,14138960,14141854,692,2895,0.239032815
ENSG00000167645,90522,19,38795753,38807913,2009,12161,0.16520023
ENSG00000104998,9466,19,14142560,14163743,2677,21184,0.126368958
ENSG00000187867,342979,19,14164177,14169971,2430,5795,0.419327006
ENSG00000141854,102466515,19,14183348,14185874,1490,2527,0.589631975
ENSG00000197619,284370,19,52494585,52511483,4745,16899,0.280785845
ENSG00000188032,646457,19,14192431,14196687,1454,4257,0.341555086
ENSG00000141858,,19,14198652,14201848,2263,3197,0.70785111
ENSG00000142556,80110,19,52516018,52533493,5691,17476,0.325646601
ENSG00000072062,5566,19,14202500,14228896,3138,26397,0.118877145
ENSG00000099875,2872,19,2037470,2051243,4188,13774,0.304051111
ENSG00000105011,55723,19,14230321,14247768,2304,17448,0.132049519
ENSG00000256087,9668,19,52534632,52598991,5134,64360,0.079770044
ENSG00000197608,284371,19,52567719,52599018,4010,31300,0.128115016
ENSG00000072071,22859,19,14260750,14316999,5730,56250,0.101866667
ENSG00000167644,64073,19,38794801,38795649,526,849,0.619552415
ENSG00000099337,9424,19,38810484,38819660,2666,9177,0.290508881
ENSG00000123146,976,19,14491313,14519537,3700,28225,0.13108946
ENSG00000099338,57828,19,38826415,38861589,4515,35175,0.128358209
ENSG00000204611,90317,19,52616344,52643175,4891,26832,0.182282349
ENSG00000196267,162962,19,52657117,52674896,3532,17780,0.198650169
ENSG00000172081,126308,19,2071037,2096672,4149,25636,0.161842721
ENSG00000105568,5518,19,52693292,52730687,4519,37396,0.120841801
ENSG00000099840,113177,19,2096380,2099592,1610,3213,0.501089325
ENSG00000099341,5714,19,38865176,38874464,2688,9289,0.289374529
ENSG00000065000,8943,19,2100988,2164464,5169,63477,0.08143107
ENSG00000123136,10212,19,14519631,14530192,2146,10562,0.203181216
ENSG00000179168,199720,19,38874905,38878722,2447,3818,0.640911472
ENSG00000188766,399473,19,38879061,38886881,2043,7821,0.261219793
ENSG00000196214,90321,19,52772824,52795977,3678,23154,0.158849443
ENSG00000130244,147965,19,38893775,38899728,1390,5954,0.2334565
ENSG00000198464,147657,19,52800430,52829175,4836,28746,0.168232102
ENSG00000123143,5585,19,14543865,14582679,3654,38815,0.094138864
ENSG00000167554,162963,19,52839498,52871031,3106,31534,0.098496861
ENSG00000221923,400713,19,52873170,52889048,3209,15879,0.202090812
ENSG00000167555,84436,19,52901102,52921665,4920,20564,0.239253064
ENSG00000160951,5731,19,14583278,14586174,1421,2897,0.490507421
ENSG00000198633,147658,19,52932440,52955568,3279,23129,0.141770072
ENSG00000123159,10755,19,14588572,14606944,2292,18373,0.124748272
ENSG00000258405,147660,19,52956829,53015407,2051,58579,0.035012547
ENSG00000171777,115727,19,38899695,38916945,3221,17251,0.186713814
ENSG00000198482,388558,19,53030905,53067717,3860,36813,0.104854263
ENSG00000104885,84444,19,2164148,2232577,8597,68430,0.125632033
ENSG00000167562,55762,19,53059075,53090427,5832,31353,0.186010908
ENSG00000104886,102466736,19,2230002,2237703,3051,7702,0.396130875
ENSG00000104886,55111,19,2230002,2237703,3051,7702,0.396130875
ENSG00000132002,3337,19,14625582,14640582,3352,15001,0.22345177
ENSG00000104897,8175,19,2236520,2248678,2047,12159,0.168352661
ENSG00000167766,55769,19,53097313,53193749,6563,96437,0.068054792
ENSG00000099797,9524,19,14627897,14676792,1769,48896,0.036178829
ENSG00000104899,100423031,19,2249308,2252072,1823,2765,0.659312839
ENSG00000104899,268,19,2249308,2252072,1823,2765,0.659312839
ENSG00000167476,126306,19,2252251,2269758,1569,17508,0.089616175
ENSG00000167476,126306,19,2252251,2269758,1569,17508,0.089616175
ENSG00000104904,4946,19,2269485,2273487,1591,4003,0.397451911
ENSG00000099795,4713,19,14676890,14682874,531,5985,0.088721805
ENSG00000213020,81856,19,53206066,53238326,4835,32261,0.149871362
ENSG00000189190,162966,19,53267448,53290044,3829,22597,0.169447272
ENSG00000196218,6261,19,38924339,39078204,15615,153866,0.101484409
ENSG00000187912,388512,19,14693896,14721969,2202,28074,0.078435563
ENSG00000198538,7576,19,53300662,53360853,5700,60192,0.09469697
ENSG00000131355,84658,19,14729929,14800839,2837,70911,0.040007897
ENSG00000204604,90333,19,53341261,53360902,5026,19642,0.255880257
ENSG00000204604,90333,19,53341261,53360902,5026,19642,0.255880257
ENSG00000188305,374872,19,2274631,2282181,2564,7551,0.339557674
ENSG00000182986,162967,19,53367043,53400946,7276,33904,0.214605946
ENSG00000220008,645191,19,2289774,2308156,2332,18383,0.126856335
ENSG00000130332,51690,19,2321516,2328619,529,7104,0.07446509
ENSG00000178297,360200,19,2389769,2426237,3331,36469,0.091337849
ENSG00000160961,84449,19,14800613,14844558,8554,43946,0.194647977
ENSG00000099800,26517,19,2425622,2427892,1973,2271,0.868780273
ENSG00000176619,84823,19,2427636,2456994,4671,29359,0.159099424
ENSG00000099860,4616,19,2476120,2478257,1684,2138,0.787652011
ENSG00000176533,2788,19,2511217,2702707,4208,191491,0.021974923
ENSG00000180257,100529240,19,53430388,53466164,5644,35777,0.157754982
ENSG00000180257,125893,19,53430388,53466164,5644,35777,0.157754982
ENSG00000176490,148252,19,2714565,2721416,3485,6852,0.508610625
ENSG00000221874,100529240,19,53431728,53466076,1252,34349,0.036449387
ENSG00000269526,147664,19,53517174,53519375,2202,2202,1
ENSG00000268964,100271846,19,53547991,53554329,2431,6339,0.383498975
ENSG00000141873,29985,19,2732202,2740150,4155,7949,0.522707259
ENSG00000104969,6449,19,2754712,2783369,3032,28658,0.105799428
ENSG00000170949,90338,19,53569859,53606689,6083,36831,0.165159784
ENSG00000104814,11184,19,39078281,39109522,3076,31242,0.098457205
ENSG00000172009,7064,19,2785458,2813599,3860,28142,0.137161538
ENSG00000170954,55786,19,53611132,53636330,3469,25199,0.137664193
ENSG00000127507,30817,19,14843205,14889353,7383,46149,0.159981798
ENSG00000172006,115196,19,2819872,2835771,2843,15900,0.178805031
ENSG00000178982,27335,19,39109735,39127595,1677,17861,0.093891719
ENSG00000197937,84671,19,53627325,53662328,5000,35004,0.142840818
ENSG00000197497,79788,19,53662466,53696639,2460,34174,0.07198455
ENSG00000197928,342926,19,53731577,53758151,10372,26575,0.390291627
ENSG00000186300,148254,19,2841433,2860482,8557,19050,0.449186352
ENSG00000130402,81,19,39138289,39222223,5120,83935,0.060999583
ENSG00000172000,80032,19,2867333,2878515,1646,11183,0.147187696
ENSG00000171970,126295,19,2900896,2918474,2258,17579,0.128448717
ENSG00000175691,58492,19,2933216,2944969,2002,11754,0.170324996
ENSG00000196131,317701,19,53761545,53765090,1311,3546,0.369712352
ENSG00000228567,317703,19,53769929,53770972,1044,1044,1
ENSG00000163098,112401,19,53792856,53794875,2020,2020,1
ENSG00000104953,79816,19,2977444,2995177,2329,17734,0.131329649
ENSG00000213799,91664,19,53837002,53858122,4413,21121,0.208938971
ENSG00000203326,,19,53868946,53895470,6857,26525,0.258510839
ENSG00000196417,91661,19,53893046,53930574,5119,37529,0.136401183
ENSG00000182472,147968,19,39220827,39260544,3154,39718,0.079409839
ENSG00000198346,126017,19,53970989,54006950,6285,35962,0.17476781
ENSG00000065717,7089,19,2997636,3047633,3374,49998,0.067482699
ENSG00000205076,653499,19,39261611,39264132,795,2522,0.315226011
ENSG00000205076,3963,19,39261611,39264132,795,2522,0.315226011
ENSG00000178934,653499,19,39279851,39282389,483,2539,0.190232375
ENSG00000178934,3963,19,39279851,39282389,483,2539,0.190232375
ENSG00000171747,3960,19,39292311,39304004,1857,11694,0.158799384
ENSG00000188269,26659,19,14903302,14946188,1104,42887,0.025742066
ENSG00000127530,26664,19,14909958,14911023,1066,1066,1
ENSG00000127515,390892,19,14951760,14952689,930,930,1
ENSG00000185385,26333,19,14991138,14992264,1127,1127,1
ENSG00000127529,26658,19,15052301,15053260,960,960,1
ENSG00000130844,55422,19,54024235,54083523,6720,59289,0.113343116
ENSG00000104823,1891,19,39306062,39322645,1635,16584,0.098589001
ENSG00000105143,6511,19,15060846,15133802,4981,72957,0.068273092
ENSG00000160994,126402,19,15121556,15134081,1732,12526,0.138272393
ENSG00000105141,23581,19,15160195,15169104,3243,8910,0.363973064
ENSG00000094661,126370,19,15197791,15199032,1242,1242,1
ENSG00000105137,85360,19,15218214,15225799,3965,7586,0.522673346
ENSG00000105135,10994,19,15225795,15236596,2875,10802,0.266154416
ENSG00000104824,3191,19,39327028,39342987,2663,15960,0.166854637
ENSG00000268864,,19,54102882,54106751,1228,3870,0.317312661
ENSG00000204595,503834,19,54135310,54140263,648,4954,0.130803391
ENSG00000074181,4854,19,15270444,15311792,8203,41349,0.198384483
ENSG00000142405,91662,19,54296857,54327648,3873,30792,0.125779423
ENSG00000187994,126432,19,39358470,39368919,3229,10450,0.308995215
ENSG00000179820,91663,19,54369477,54379691,3675,10215,0.359765051
ENSG00000104964,166,19,3052908,3063105,2494,10198,0.244557756
ENSG00000088256,2767,19,3094408,3124002,4147,29595,0.140125021
ENSG00000126583,5582,19,54382444,54410906,3427,28463,0.120401925
ENSG00000105131,79852,19,15337730,15344246,2034,6517,0.312106798
ENSG00000060558,2769,19,3136191,3163767,2133,27577,0.077347065
ENSG00000125910,8698,19,3172344,3180329,1594,7986,0.199599299
ENSG00000141867,23476,19,15347647,15443356,9389,95710,0.098098422
ENSG00000068903,22933,19,39369197,39390502,2644,21306,0.124096499
ENSG00000125912,56926,19,3185561,3209573,4068,24013,0.169408237
ENSG00000105127,10270,19,15464196,15490609,3670,26414,0.13894147
ENSG00000161082,60680,19,3224701,3297074,4704,72374,0.064995717
ENSG00000141905,101928686,19,3359561,3469215,8186,109655,0.074652319
ENSG00000141905,4782,19,3359561,3469215,8186,109655,0.074652319
ENSG00000104825,4793,19,39390340,39399533,2322,9194,0.252556015
ENSG00000262484,643669,19,39399620,39402798,1057,3179,0.332494495
ENSG00000095932,284422,19,3474405,3480540,1077,6136,0.175521512
ENSG00000129932,83475,19,3490819,3500938,2320,10120,0.229249012
ENSG00000104835,54938,19,39405906,39440495,2690,34590,0.077768141
ENSG00000011243,26993,19,15490859,15529952,2319,39094,0.059318566
ENSG00000128626,6183,19,39421188,39423802,1626,2615,0.621797323
ENSG00000011451,58525,19,15532319,15560762,7701,28444,0.270742512
ENSG00000105605,59284,19,54412589,54447195,2800,34607,0.080908487
ENSG00000142408,59283,19,54466294,54493469,8747,27176,0.321864881
ENSG00000105325,51343,19,3506271,3538328,5221,32058,0.162861064
ENSG00000130433,59285,19,54495542,54515923,1853,20382,0.090913551
ENSG00000269190,115290,19,39432044,39466550,2739,34507,0.079375199
ENSG00000189068,284415,19,54544079,54567207,1188,23129,0.051364088
ENSG00000161243,126433,19,39481354,39523425,2667,42072,0.063391329
ENSG00000161091,126321,19,3538259,3574288,3070,36030,0.085206772
ENSG00000105122,64926,19,15562435,15575382,3948,12948,0.304911956
ENSG00000248385,441864,19,54573149,54584634,1293,11486,0.112571827
ENSG00000183760,390928,19,39574553,39602133,2966,27581,0.107537798
ENSG00000170909,126014,19,54597933,54606000,2069,8068,0.256445216
ENSG00000161031,114770,19,15579456,15609767,3188,30312,0.105172869
ENSG00000183397,100128569,19,3539152,3544028,674,4877,0.138199713
ENSG00000170906,4696,19,54606036,54612564,1634,6529,0.250268035
ENSG00000171954,126410,19,15619304,15663128,2644,43825,0.060330861
ENSG00000105619,29844,19,54610320,54619055,1240,8736,0.141941392
ENSG00000064961,10362,19,3572775,3579086,2021,6312,0.320183777
ENSG00000186529,4051,19,15751707,15773635,5304,21929,0.241871494
ENSG00000130669,10298,19,39616410,39673456,6744,57047,0.118218311
ENSG00000188505,342897,19,39687601,39692524,1978,4924,0.40170593
ENSG00000179751,342898,19,39693471,39694906,573,1436,0.39902507
ENSG00000197110,282617,19,39734246,39735646,656,1401,0.468236974
ENSG00000183709,282616,19,39759154,39760732,737,1579,0.466751108
ENSG00000186204,66002,19,15783567,15807984,2241,24418,0.091776558
ENSG00000182393,282618,19,39786965,39789313,857,2349,0.3648361
ENSG00000128011,57622,19,39797208,39805976,3381,8769,0.385562778
ENSG00000130755,9535,19,39818993,39833012,1317,14020,0.093937233
ENSG00000105618,26121,19,54618837,54635140,2220,16304,0.136162905
ENSG00000171942,26538,19,15838834,15839862,1029,1029,1
ENSG00000171936,26532,19,15852203,15853153,951,951,1
ENSG00000172519,284433,19,15904761,15905892,1132,1132,1
ENSG00000186723,26539,19,15917817,15918936,1120,1120,1
ENSG00000179134,55095,19,39833036,39876350,4932,43315,0.113863558
ENSG00000186115,8529,19,15988833,16008930,2525,20098,0.125634391
ENSG00000179855,126326,19,3585551,3593539,4335,7989,0.542621104
ENSG00000006638,6915,19,3594504,3606838,2608,12335,0.211430888
ENSG00000088038,4849,19,54641444,54659419,5193,17976,0.28888518
ENSG00000105298,58509,19,3610639,3626813,3623,16175,0.223987635
ENSG00000105617,79165,19,54658899,54663620,1542,4722,0.326556544
ENSG00000171903,57834,19,16023177,16045677,4027,22501,0.178969824
ENSG00000186111,23396,19,3630181,3700477,6486,70297,0.092265673
ENSG00000167608,147798,19,54663846,54676944,2548,13099,0.194518666
ENSG00000006712,54623,19,39876492,39881835,2144,5344,0.401197605
ENSG00000105289,27134,19,3708107,3750811,3645,42705,0.085353003
ENSG00000011132,9546,19,3750817,3761697,2075,10881,0.190699384
ENSG00000063322,55588,19,39881943,39891277,3676,9335,0.393786824
ENSG00000125505,79143,19,54677107,54693733,4277,16627,0.257232213
ENSG00000128016,7538,19,39897453,39900052,2010,2600,0.773076923
ENSG00000183617,116541,19,3762662,3768573,1003,5912,0.169654939
ENSG00000173976,84839,19,3769087,3772233,2428,3147,0.77152844
ENSG00000170892,79042,19,54693789,54697585,2128,3797,0.560442455
ENSG00000007264,4145,19,3777971,3802127,3554,24157,0.147120917
ENSG00000090924,64857,19,39903225,39919054,8650,15830,0.546430828
ENSG00000176231,126541,19,16059818,16060768,951,951,1
ENSG00000170889,6203,19,54704610,54752862,1864,48253,0.038629723
ENSG00000105278,23217,19,3804022,3869030,5813,65009,0.089418388
ENSG00000167460,7171,19,16177831,16213813,4641,35983,0.128977573
ENSG00000167461,4218,19,16222439,16245044,2827,22606,0.125055295
ENSG00000204577,101929809,19,54720147,54746602,3358,26456,0.126927729
ENSG00000204577,11025,19,54720147,54746602,3358,26456,0.126927729
ENSG00000196684,84941,19,16244838,16269386,2372,24549,0.09662308
ENSG00000105193,6217,19,39923847,39926588,758,2742,0.276440554
ENSG00000167654,85300,19,3879862,3928077,5297,48216,0.109859798
ENSG00000141977,117286,19,16272179,16284336,711,12158,0.058480013
ENSG00000105058,26017,19,16296191,16302857,1797,6667,0.269536523
ENSG00000077009,27231,19,3933101,3942414,1141,9314,0.122503758
ENSG00000072958,8907,19,16308389,16346160,3004,37772,0.07952981
ENSG00000167657,693222,19,3958451,3971121,2870,12671,0.22650146
ENSG00000167657,1613,19,3958451,3971121,2870,12671,0.22650146
ENSG00000244482,,19,54720737,54746649,3365,25913,0.1298576
ENSG00000127528,10365,19,16435628,16438685,2018,3058,0.659908437
ENSG00000196235,6829,19,39926796,39967310,4174,40515,0.103023572
ENSG00000167658,1938,19,3976054,3985467,3164,9414,0.336095177
ENSG00000105229,51588,19,4007644,4039384,3159,31741,0.099524275
ENSG00000105609,10990,19,54754263,54761164,2507,6902,0.36322805
ENSG00000127527,58513,19,16466050,16582896,7529,116847,0.064434688
ENSG00000178951,51341,19,4044362,4066943,5725,22582,0.253520503
ENSG00000126934,5605,19,4090319,4124126,1734,33808,0.051289636
ENSG00000131042,10288,19,54777675,54785039,3011,7365,0.408825526
ENSG00000060566,84699,19,4153598,4173051,2618,19454,0.134573867
ENSG00000077463,51548,19,4174106,4182601,1791,8496,0.210805085
ENSG00000105197,92609,19,39971052,39984422,1895,13371,0.141724628
ENSG00000269058,125972,19,16589868,16607003,1292,17136,0.075396825
ENSG00000105072,84167,19,16607122,16632163,4419,25042,0.176463541
ENSG00000187116,353514,19,54818353,54824409,1614,6057,0.266468549
ENSG00000239961,23547,19,54844456,54850421,1944,5966,0.325846463
ENSG00000085872,10523,19,16628700,16653341,4206,24642,0.170684198
ENSG00000090932,10683,19,39989535,39999121,2405,9587,0.25086054
ENSG00000167613,3903,19,54865362,54882165,3485,16804,0.207391097
ENSG00000186838,348303,19,40005753,40011326,1716,5574,0.307857912
ENSG00000089847,170961,19,4183351,4224811,4423,41461,0.106678565
ENSG00000105246,10148,19,4229495,4237528,1186,8034,0.147622604
ENSG00000176401,126272,19,40021630,40023494,1865,1865,1
ENSG00000127526,79939,19,16660642,16683193,5339,22552,0.236741752
ENSG00000176396,163126,19,40028890,40030870,1981,1981,1
ENSG00000105198,29124,19,40093164,40098116,602,4953,0.121542499
ENSG00000249861,148003,19,40146534,40151287,624,4754,0.131257888
ENSG00000006659,56891,19,40194946,40200084,1079,5139,0.209963028
ENSG00000105085,9441,19,16685718,16739873,4399,54156,0.081228303
ENSG00000105248,55702,19,4247076,4269087,1671,22012,0.075913138
ENSG00000105251,56961,19,4278598,4290721,2577,12124,0.212553613
ENSG00000167664,126259,19,4292229,4302428,1262,10200,0.12372549
ENSG00000105255,79187,19,4304597,4323840,1831,19244,0.095146539
ENSG00000105205,1178,19,40221890,40228668,635,6779,0.093671633
ENSG00000213921,342900,19,40267235,40276775,671,9541,0.070328058
ENSG00000214046,79086,19,16741562,16771253,3382,29692,0.113902735
ENSG00000105204,9149,19,40315990,40324841,3076,8852,0.347492092
ENSG00000167614,57348,19,54926393,54948080,2311,21688,0.106556621
ENSG00000072954,79041,19,16771938,16800840,2649,28903,0.091651386
ENSG00000167615,114823,19,54960065,54973217,6369,13153,0.484224131
ENSG00000167617,148170,19,54976210,54984411,864,8202,0.105340161
ENSG00000188039,284434,19,16830787,16928774,7905,97988,0.080673144
ENSG00000178078,55620,19,4324040,4342783,1568,18744,0.083653436
ENSG00000167618,3904,19,55009100,55021897,1078,12798,0.084231911
ENSG00000104970,,19,55043909,55057053,3398,13145,0.258501331
ENSG00000008382,84954,19,4343524,4360083,1917,16560,0.11576087
ENSG00000127511,23309,19,16940211,16991164,7320,50954,0.143658987
ENSG00000141985,6455,19,4360367,4400544,3685,40178,0.09171686
ENSG00000239998,11027,19,55084387,55099027,2255,14641,0.154019534
ENSG00000167670,10036,19,4402659,4445015,3814,42357,0.090044149
ENSG00000127533,9002,19,16999671,17003417,3473,3747,0.926874833
ENSG00000104972,10859,19,55085346,55148979,3574,63634,0.056164943
ENSG00000167671,100616371,19,4444996,4457819,2053,12824,0.160090455
ENSG00000167671,80700,19,4444996,4457819,2053,12824,0.160090455
ENSG00000160111,27151,19,17003758,17137625,7403,133868,0.055300744
ENSG00000167674,84717,19,4472284,4502223,3272,29940,0.109285237
ENSG00000131351,93323,19,17160539,17186435,3445,25897,0.133026992
ENSG00000167676,729359,19,4502204,4517716,6341,15513,0.408753948
ENSG00000214456,440503,19,4522543,4535236,4469,12694,0.352056089
ENSG00000104974,11024,19,55105047,55113555,2925,8509,0.343753673
ENSG00000186818,11006,19,55155340,55181810,4152,26471,0.156850893
ENSG00000099331,4650,19,17186591,17325346,7907,138756,0.056984923
ENSG00000171236,116844,19,4536421,4540486,3036,4066,0.746679784
ENSG00000167680,10501,19,4542600,4559820,3997,17221,0.232100343
ENSG00000185361,126282,19,4639530,4655580,3957,16051,0.246526696
ENSG00000074842,56005,19,4641386,4670382,1538,28997,0.05303997
ENSG00000167633,3812,19,55235969,55378448,2568,142480,0.018023582
ENSG00000167633,3811,19,55235969,55378448,2568,142480,0.018023582
ENSG00000142002,91039,19,4675236,4724685,6011,49450,0.121557128
ENSG00000053501,55850,19,17326155,17330638,2274,4484,0.507136485
ENSG00000242019,115653,19,55235984,55248003,1691,12020,0.140682196
ENSG00000189013,3805,19,55236002,55325972,1681,89971,0.018683798
ENSG00000099330,79629,19,17337013,17340028,1585,3016,0.525530504
ENSG00000141965,55527,19,4791728,4795571,3844,3844,1
ENSG00000127666,148022,19,4815944,4831716,2676,15773,0.169657009
ENSG00000105355,10226,19,4838353,4867780,2813,29428,0.095589235
ENSG00000243772,100653050,19,55249980,55295776,2484,45797,0.054239361
ENSG00000243772,3804,19,55249980,55295776,2484,45797,0.054239361
ENSG00000160113,2063,19,17342692,17356749,2676,14058,0.190354247
ENSG00000125498,3802,19,55281263,55295774,1674,14512,0.115352811
ENSG00000130307,83878,19,17359985,17393595,3848,33611,0.114486329
ENSG00000205784,645432,19,4890449,4902879,1638,12431,0.131767356
ENSG00000127663,23030,19,4969125,5153606,8690,184482,0.047104867
ENSG00000105393,29086,19,17378159,17392058,1736,13900,0.124892086
ENSG00000105426,5802,19,5158506,5340814,7983,182309,0.043788294
ENSG00000160117,126549,19,17392454,17398455,3218,6002,0.536154615
ENSG00000127220,79575,19,17402940,17421045,2210,18106,0.122058986
ENSG00000105428,148066,19,5455426,5456867,1442,1442,1
ENSG00000130312,64981,19,17403418,17417652,1348,14235,0.094696171
ENSG00000130254,9667,19,5587010,5624057,3487,37048,0.09412114
ENSG00000130311,79016,19,17420327,17434110,4078,13784,0.295850261
ENSG00000074855,57719,19,17434032,17445638,4152,11607,0.357715172
ENSG00000130299,84705,19,17445729,17453544,2878,7816,0.368219038
ENSG00000160633,6294,19,5623046,5668489,3078,45444,0.067731714
ENSG00000130300,83483,19,17462257,17488159,2305,25903,0.088985832
ENSG00000130255,25873,19,5674958,5691887,1510,16930,0.089190786
ENSG00000130303,684,19,17513748,17516457,1019,2710,0.37601476
ENSG00000141971,93343,19,17516531,17544533,3040,28003,0.108559797
ENSG00000174917,125988,19,5678432,5680907,1493,2476,0.602988691
ENSG00000188051,100130519,19,17546318,17559376,1930,13059,0.147790796
ENSG00000167733,374875,19,5680615,5688533,2804,7919,0.354085112
ENSG00000171773,115861,19,17566234,17571763,946,5530,0.171066908
ENSG00000130304,376497,19,17579578,17616977,4150,37400,0.110962567
ENSG00000130313,25796,19,17622438,17632097,1052,9660,0.108902692
ENSG00000196365,9361,19,5691845,5720583,3558,28739,0.12380389
ENSG00000167483,199786,19,17634110,17664648,3203,30539,0.104882282
ENSG00000174898,257062,19,5720688,5778745,2859,58058,0.04924386
ENSG00000130309,79709,19,17666403,17693971,3823,27569,0.138670246
ENSG00000212123,163154,19,5782971,5784776,1806,1806,1
ENSG00000141994,56931,19,5784843,5791249,2605,6407,0.406586546
ENSG00000171119,4902,19,5823813,5828335,1109,4523,0.245191245
ENSG00000130477,23025,19,17712137,17799401,10311,87265,0.118157337
ENSG00000156413,2528,19,5830621,5839742,3714,9122,0.407147555
ENSG00000171124,2525,19,5842899,5851485,2762,8587,0.321649004
ENSG00000130383,2527,19,5865837,5903798,2463,37962,0.06488067
ENSG00000130479,55201,19,17830051,17845325,3804,15275,0.24903437
ENSG00000174886,126328,19,5891287,5904017,4184,12731,0.328646611
ENSG00000187650,400673,19,5904869,5910864,2254,5996,0.375917278
ENSG00000105519,828,19,5911718,5915888,3825,4171,0.917046272
ENSG00000031823,8498,19,5916150,5978153,3459,62004,0.055786723
ENSG00000130475,23149,19,17858527,17899377,4190,40851,0.102567869
ENSG00000087903,101928900,19,5993175,6199583,4777,206409,0.023143371
ENSG00000087903,5990,19,5993175,6199583,4777,206409,0.023143371
ENSG00000179913,10331,19,17905637,17923891,2301,18255,0.126047658
ENSG00000248099,3640,19,17927321,17932383,923,5063,0.182302982
ENSG00000105639,3718,19,17935589,17958880,5769,23292,0.247681607
ENSG00000105640,26780,19,17970685,17974962,2222,4278,0.51940159
ENSG00000105640,6142,19,17970685,17974962,2222,4278,0.51940159
ENSG00000105641,6528,19,17982782,18005983,3576,23202,0.154124644
ENSG00000007080,115098,19,18043825,18054800,1247,10976,0.113611516
ENSG00000105642,3780,19,18062102,18110889,3818,48788,0.078256948
ENSG00000130377,81616,19,6135258,6193112,3005,57855,0.051940195
ENSG00000130382,4298,19,6212966,6279959,1931,66994,0.028823477
ENSG00000167769,125981,19,6306153,6333640,1445,27488,0.052568393
ENSG00000125656,8192,19,6361463,6368919,1220,7457,0.163604667
ENSG00000125652,84266,19,6372444,6375042,1235,2599,0.475182763
ENSG00000125650,5623,19,6375159,6379069,3911,3911,1
ENSG00000105643,27106,19,18111941,18124911,3261,12971,0.251406985
ENSG00000125651,2962,19,6379580,6393992,2980,14413,0.206757788
ENSG00000096996,3594,19,18169805,18209754,3978,39950,0.099574468
ENSG00000099308,23031,19,18208603,18262502,5896,53900,0.109387755
ENSG00000088247,8570,19,6413359,6424805,3868,11447,0.337905128
ENSG00000105647,5296,19,18263928,18281350,4033,17423,0.231475636
ENSG00000181240,284427,19,6426048,6433790,1532,7743,0.197856128
ENSG00000216490,10437,19,18283972,18288927,1192,4956,0.240516546
ENSG00000125648,79085,19,6436090,6465214,4272,29125,0.146678112
ENSG00000254858,84769,19,18303992,18307758,1408,3767,0.373772233
ENSG00000105649,5864,19,18307594,18314884,1643,7291,0.225346317
ENSG00000130545,92359,19,6463788,6467232,1592,3445,0.462119013
ENSG00000205744,79958,19,6467218,6482568,2920,15351,0.190215621
ENSG00000104833,10382,19,6494330,6502859,2980,8530,0.349355217
ENSG00000105650,729966,19,18318771,18366229,7099,47459,0.149581744
ENSG00000105650,5143,19,18318771,18366229,7099,47459,0.149581744
ENSG00000125657,8744,19,6531010,6535931,1657,4922,0.336651768
ENSG00000130518,80726,19,18367908,18385319,4641,17412,0.266540317
ENSG00000125726,970,19,6583194,6604114,1532,20921,0.073227857
ENSG00000125735,8740,19,6663148,6670599,2894,7452,0.38835212
ENSG00000125730,718,19,6677715,6730573,5779,52859,0.109328591
ENSG00000125734,102465474,19,6729925,6737614,2378,7690,0.30923277
ENSG00000125734,56927,19,6729925,6737614,2378,7690,0.30923277
ENSG00000125733,9322,19,6737936,6751537,2670,13602,0.196294663
ENSG00000125731,10045,19,6752171,6767599,2516,15429,0.163069544
