Drug_bank,MGI_essential,Haploinsufficient,highPhi,highPLI_Exac,highShet_Cassa,MissenseZ_Samocha,Autosomal_dominant,OMIM_diseasegenes,TF,high_EDS,Olfactory,Clinvar,GWAS_nearest,Universe,eQTL_deficient,Genes_withSNPs_r01_100kb,Genes_withSNPs_r03_100kb,Genes_withSNPs_r05_100kb,Genes_withSNPs_allSNPs_100kb,Genes_withSNPs_r01_10kb,Genes_withSNPs_r03_10kb,Genes_withSNPs_r05_10kb,Genes_withSNPs_all_SNPs_10kb
3716,1121,,8120,1436,1618,2563,3064,1013,3232,1272,219983,613,675,287,121549,386678,285877,143502,391189,5197,51806,85291,5620
3736,1134,,8189,1445,1620,2645,3084,1026,3233,1277,219986,617,676,288,1610,120787,403274,119687,219453,54935,100288287,219482,55150
3757,1136,,8289,1452,1627,2648,3110,1027,3234,1278,254783,623,677,290,646799,126541,26341,11017,101927581,403244,390078,29104,127064
3758,1137,,8295,1453,1628,2664,3145,1029,3235,1280,254786,624,678,291,1361,390077,219484,341276,347169,219479,128371,341276,81850
3767,1139,,8454,1454,1641,2673,3172,1041,3236,1290,254879,627,683,292,8796,126370,283297,26189,219870,81932,100533177,390261,26333
3777,1146,,8455,1455,1642,2700,3207,1053,3237,1292,254973,629,685,293,404785,283297,347169,125962,119679,391112,219493,126003,401666
3778,1147,,8467,1456,1653,2710,3209,1071,3238,1293,255725,631,686,301,390439,140856,26539,163732,81605,198437,122748,390079,353164
3791,1173,,8470,1457,1654,2742,3236,1073,3239,1294,256144,632,687,302,122748,246243,390168,26664,391107,79339,113091,26496,122665
3815,1182,,8499,1459,1655,2744,3239,1075,3280,1295,256148,633,688,306,390442,81327,101928147,3049,390093,283162,8519,391112,81328
3818,1186,,8500,1460,1656,2746,3265,1080,3297,1301,256892,640,705,307,493901,83899,29121,120775,1670,283189,83443,198437,338755
3849,1200,,8502,1462,1660,2767,3299,1103,3298,1303,282763,641,706,308,341799,338675,6036,26496,653166,100132463,390077,221823,390081
3953,1207,,8546,1477,1665,2771,3418,1109,3299,1305,282770,644,713,309,283598,1671,138883,26693,390439,150681,57830,390144,390431
3973,1208,,8603,1479,1673,2774,3614,1120,3344,1306,282775,649,714,310,84684,8392,163732,338675,401667,50833,55150,337979,126370
3992,1258,,8621,1487,1678,2775,3630,1121,3394,1307,283093,650,715,311,122665,340980,284433,219473,259289,219487,3607,51077,114335
4023,1260,,8642,1495,1735,2776,3664,1123,3431,1308,283111,652,716,312,388015,341276,219493,158131,128360,393046,317703,144125,94115
4072,1270,,8646,1496,1736,2778,3673,1130,3516,1316,283159,653,717,313,26533,390437,143502,284013,127623,390083,387266,353333,93659
4074,1271,,8647,1499,1741,2781,3708,1131,3607,1371,283160,655,718,314,26534,254879,219473,401666,259290,81282,219482,219952,1082
4128,1272,,8648,1500,1742,2782,3717,1134,3642,1373,283162,657,719,316,56936,144124,119687,254950,403278,390078,341276,401666,8290
4129,1277,,8661,1501,1745,2783,3736,1135,3651,1381,283189,658,721,317,140801,81871,283092,643812,353164,219493,440163,2928,283162
4151,1278,,8805,1503,1746,2826,3741,1137,3659,1382,283297,659,722,318,55237,6189,146822,6037,390265,128372,390079,4818,3448
4311,1280,,8826,1523,1759,2828,3748,1140,3660,1410,283365,667,725,319,387332,138882,138882,143496,343406,346517,390321,7141,26658
4312,1281,,8899,1536,1778,2830,3753,1141,3661,1462,283617,668,731,320,55195,122740,341276,56729,259294,8581,26648,283106,347169
4318,1282,,8911,1537,1785,2848,3757,1144,3662,1464,283694,669,732,321,100996331,343172,26333,338755,3449,83551,8988,100130274,390113
4352,1284,,8924,1540,1786,2849,3759,1145,3663,1493,284383,672,733,322,100287399,219473,391189,403253,283297,204,404217,392138,29104
4360,1289,,8925,1600,1794,2870,3762,1146,3664,1500,284433,673,735,323,54567,4818,284013,390093,3446,125963,81318,81932,6039
4543,1290,,8927,1601,1808,2885,3767,1147,3665,1501,284521,675,741,324,54551,390078,653166,390037,140258,50839,219477,26333,4490
4547,1294,,9026,1602,1809,2890,3769,1161,3670,1540,284532,676,744,325,100820829,440050,83895,85291,94033,56656,338662,390078,390445
4548,1300,,9031,1605,1810,2891,3778,1180,3725,1544,285659,680,745,326,27023,390445,143496,219487,26245,9168,94086,219493,391196
4731,1301,,9043,1606,1812,2892,3784,1181,3726,1581,286362,686,746,327,145942,283189,8390,644672,144125,1442,551,92304,219875
4881,1303,,9044,1612,1820,2893,3785,1182,3727,1592,286365,695,747,328,113189,440021,125962,219493,144124,2688,337967,386678,317703
4985,1308,,9101,1618,1822,2899,3786,1184,3975,1601,338662,699,753,329,338949,83755,26693,414899,3447,1444,390157,283092,79339
4986,1310,,9126,1620,1826,2901,3791,1186,4009,1601,338674,701,754,330,145645,390037,8383,101928147,81871,339168,8581,83551,26285
4988,1316,,9129,1627,1831,2902,3798,1187,4010,1602,338675,708,755,331,342096,402682,345456,347168,26534,127385,254786,26538,1671
5021,1317,,9135,1630,1839,2904,3815,1188,4057,1606,338751,710,759,332,399697,347169,338675,386682,125963,341276,119687,390093,255783
5029,1326,,9175,1642,1841,2909,3848,1200,4066,1612,338755,712,761,333,653808,100505724,386682,8388,119678,284383,219473,256148,101927581
5053,1355,,9181,1653,1844,2911,3849,1201,4084,1620,340980,713,763,334,54620,390181,122748,81300,8383,390079,85290,81050,219874
5133,1361,,9202,1654,1845,2912,3850,1203,4086,1627,341152,714,765,335,4992,84504,219487,7141,390442,138881,353333,390264,390093
5139,1366,,9231,1655,1848,2913,3851,1234,4088,1633,341276,715,773,336,646174,390157,282775,390077,390083,100130274,403274,768239,386682
5141,1374,,9254,1656,1852,2914,3852,1244,4089,1649,341416,716,775,337,729355,386746,284827,56656,26333,283093,390142,391190,259296
5142,1375,,9276,1657,1857,2915,3853,1258,4090,1674,341418,717,776,338,24150,401666,390445,390078,83755,390321,79310,149699,83902
5144,1385,,9320,1659,1859,2931,3854,1259,4093,1729,341568,718,777,339,91807,390433,390038,81442,8388,389090,254950,391194,391189
5156,1387,,9344,1660,1869,2935,3857,1261,4094,1742,341799,719,779,341,123970,337969,100131244,122748,3441,338755,285659,55505,219479
5159,1398,,9353,1665,1870,2969,3858,1272,4097,1745,343169,720,780,343,283953,140258,26740,3456,219431,1670,728299,386680,343172
5170,1399,,9354,1718,1871,2975,3859,1278,4149,1746,343171,726,781,344,5620,339291,157773,285659,284433,81392,119772,26686,128371
5241,1404,,9372,1730,1879,3014,3860,1280,4150,1749,343172,727,783,345,4490,219453,158131,345456,219865,641654,286362,255783,387082
5243,1432,,9378,1736,1889,3015,3861,1281,4152,1750,343173,729,785,346,124274,146822,140258,120776,391195,219477,267020,3456,403284
5290,1434,,9411,1739,1896,3020,3868,1282,4204,1759,343406,730,795,347,348158,134083,331,284532,391109,338662,80117,353164,26538
5319,1435,,9416,1741,1909,3021,3872,1284,4205,1760,343563,731,797,348,146779,644672,6227,390167,386678,50835,85280,646862,119682
5340,1436,,9451,1742,1911,3038,3887,1285,4208,1762,346517,732,799,350,6346,3040,1670,4490,403253,390431,439915,26532,387733
5406,1437,,9472,1743,1915,3054,3889,1286,4209,1776,346525,735,813,351,3837,3039,343172,134864,119692,255725,54935,390054,26532
5422,1445,,9475,1745,1917,3065,3892,1287,4211,1780,346528,745,815,353,30009,120776,120776,81282,6189,1669,219479,345456,441669
5423,1453,,9493,1756,1937,3066,3912,1289,4212,1781,347168,753,816,354,2695,29121,4502,29104,8392,26211,810,119772,10588
5465,1459,,9578,1759,1938,3069,3930,1290,4222,1789,347468,755,817,355,254272,26664,26219,390445,284827,4159,128367,403284,81442
5467,1460,,9611,1778,1942,3093,3949,1291,4223,1795,387748,757,818,356,246744,127077,219477,219429,26664,551,57191,112401,1670
5468,1462,,9646,1785,1946,3098,3972,1292,4286,1796,389090,759,821,357,256223,122742,390037,441933,26696,390157,386679,128371,441639
5562,1476,,9667,1786,1947,3133,3973,1293,4297,1808,390036,760,824,358,11248,8386,285659,219477,390162,387748,337970,339229,119774
5564,1487,,9669,1789,1948,3156,3990,1294,4303,1809,390037,762,825,359,146861,81466,81050,94059,282775,2812,100132463,390064,51327
5578,1488,,9690,1794,1955,3178,4001,1297,4335,1826,390038,763,829,360,124925,219477,441933,119774,150681,114335,92483,80117,343173
5604,1495,,9693,1795,1960,3181,4010,1298,4487,1828,390054,767,830,361,400581,125962,26664,4994,158131,94115,219952,338662,353137
5624,1496,,9698,1804,1964,3183,4014,1299,4488,1832,390058,771,832,362,84643,4994,122740,27189,390882,93659,114335,114335,730755
5693,1499,,9700,1808,1965,3185,4018,1300,4520,1836,390059,773,833,363,1443,83895,6887,128312,26539,1082,94115,94115,85294
5732,1514,,9703,1809,1973,3187,4041,1301,4601,1839,390061,774,840,364,1442,8403,29104,8392,259296,6618,93659,93659,337976
5733,1523,,9710,1822,1974,3188,4069,1302,4602,1847,390063,775,841,366,494188,387082,390181,81050,728224,83443,1082,1082,114335
5737,1525,,9716,1826,1975,3190,4089,1308,4603,1848,390064,776,842,367,388333,653604,150681,128653,341276,644591,84659,119765,94115
5739,1540,,9732,1828,1979,3191,4093,1311,4605,1849,390066,777,845,368,9572,333932,3040,390157,84616,138803,149018,403244,93659
5742,1544,,9734,1832,1981,3192,4094,1340,4609,1856,390067,778,846,369,101927581,126961,3039,646962,51806,100507588,1669,219959,1082
5743,1581,,9736,1837,1984,3196,4137,1352,4610,1871,390072,779,847,372,26689,222894,125958,390081,440093,136259,7441,730755,120775
5745,1583,,9739,1848,1993,3207,4148,1355,4613,1879,390075,781,857,373,4626,26658,144125,343172,65993,140258,387267,85294,8433
5914,1585,,9743,1857,1994,3241,4160,1356,4617,1880,390077,783,858,374,4622,390167,284383,4493,126370,9636,146822,8988,219959
5916,1586,,9759,1859,1996,3276,4208,1369,4618,1901,390078,785,860,375,7153,3607,85290,83551,353137,390155,154,400569,83443
5972,1589,,9785,1869,1997,3309,4261,1371,4654,1902,390079,788,861,377,4025,343406,83755,134860,219432,81448,390197,283162,3607
6093,1591,,9793,1870,1998,3312,4284,1374,4656,1906,390081,790,862,378,147183,11017,134864,390260,390113,26539,83460,57191,283297
6121,1592,,9826,1879,1999,3321,4286,1376,4661,1910,390083,801,863,379,353288,390113,134860,79144,138881,26333,79946,337978,1068
6240,1595,,9828,1889,2010,3340,4287,1380,4760,1942,390084,805,864,381,162605,386679,81282,119692,440021,644672,135458,441911,4992
6241,1600,,9829,1896,2011,3480,4292,1385,4761,1945,390093,808,865,382,85293,337972,94059,26285,26496,4142,6035,386677,56656
6256,1601,,9839,1909,2018,3516,4322,1387,4762,1946,390113,811,866,383,83896,337882,4994,390264,3451,8988,283092,391191,4287
6257,1602,,9857,1911,2019,3550,4359,1406,4772,1948,390142,814,867,384,81850,403253,128372,100131244,283159,7136,83551,27189,730755
6261,1603,,9859,1915,2030,3608,4436,1410,4773,1949,390144,815,868,387,81872,6279,389090,50674,386746,6279,100505993,3630,85294
6323,1605,,9869,1917,2033,3609,4487,1411,4774,1951,390148,816,871,388,85294,81605,810,122742,439915,100505753,120793,353145,337959
6331,1616,,9879,1937,2043,3625,4488,1413,4775,1952,390151,818,875,389,100132476,10465,8433,391189,84504,1346,574414,26539,119694
6336,1621,,9887,1938,2045,3631,4607,1417,4776,1955,390152,823,883,390,728224,55150,387082,26341,101928147,440163,128488,404217,81327
6340,1629,,9889,1948,2047,3635,4613,1428,4778,1956,390154,825,885,391,653240,100533177,390433,390433,283093,57830,386677,393046,114335
6344,1630,,9898,1951,2048,3643,4618,1436,4779,1959,390155,831,889,392,85289,390081,56729,343406,138882,7262,645836,246243,94115
6470,1636,,9919,1952,2077,3651,4620,1438,4780,1960,390157,834,894,393,85291,138883,391114,122740,337959,282616,645402,192286,93659
6510,1639,,9931,1954,2079,3688,4621,1439,4781,1969,390162,837,896,394,83899,219431,81871,319100,283160,119695,401447,267020,1082
6524,1641,,9950,1955,2091,3703,4624,1441,4782,1992,390167,838,898,395,83900,390038,122742,8403,120775,163590,392197,113091,4993
6528,1642,,9967,1956,2099,3706,4625,1462,4783,1993,390168,841,902,396,83901,6227,100132386,284383,83551,4584,392188,390174,91227
6529,1644,,9969,1965,2107,3708,4626,1471,4784,1995,390174,843,913,397,81870,337960,6189,390436,1671,3607,377630,219960,79144
6530,1655,,9972,1968,2114,3709,4627,1475,4790,1995,390181,844,919,398,100533177,158131,343169,1670,337960,3906,3630,285877,128653
6531,1660,,9989,1973,2115,3710,4629,1476,4791,1996,390190,845,923,399,83902,653166,337969,85289,319100,199675,391194,4487,219983
6532,1663,,10060,1974,2117,3716,4633,1491,4800,1997,390191,846,925,400,3857,119687,728224,55330,4995,84659,390261,121129,125963
6557,1672,,10129,1975,2119,3718,4634,1497,4801,1999,390195,847,928,401,2124,26740,403253,283093,286362,386677,64396,26189,26595
6571,1717,,10142,1977,2120,3720,4640,1499,4802,2006,390197,857,930,402,2520,29083,135458,135458,143496,81127,391189,9168,83551
6611,1718,,10147,1981,2122,3725,4646,1509,4807,2016,390199,859,932,403,727857,112464,283111,219870,386676,347148,3447,125962,219952
6616,1735,,10154,1983,2131,3736,4647,1513,4808,2018,390201,860,940,405,4991,63933,254879,386680,219869,4762,345456,254786,26496
6646,1738,,10180,1993,2140,3737,4653,1524,4821,2019,390260,861,941,406,8390,440956,26285,198437,128408,386674,199675,122742,390265
6713,1745,,10181,1994,2146,3742,4747,1528,4824,2022,390261,866,942,407,8392,256892,4489,390113,219417,85285,4616,8386,390174
6716,1746,,10260,1996,2157,3745,4760,1536,4825,2027,390264,867,943,408,56970,390079,26189,79324,343169,414157,390064,147744,339229
6752,1747,,10274,1998,2158,3746,4763,1540,4831,2035,390265,871,944,409,284257,116512,83551,146822,3452,50836,81932,403274,54546
6833,1749,,10290,1999,2182,3747,4771,1545,4861,2036,390271,875,945,410,30062,728224,112464,6227,100132386,101927581,10881,4992,81605
6844,1750,,10427,2009,2186,3749,4792,1555,4862,2042,390275,889,946,411,339302,56729,171169,391109,283189,219738,403273,120775,388394
6850,1755,,10499,2011,2187,3751,4851,1557,4899,2043,390321,894,947,412,5680,8338,54546,390079,81470,353141,221823,390321,81168
6869,1756,,10565,2018,2194,3752,4853,1559,4901,2044,390323,898,948,414,5671,81127,338398,4995,401666,29121,285877,79310,144125
6915,1759,,10580,2022,2197,3754,4854,1576,4904,2045,390326,900,949,415,1406,81282,319100,4495,81469,6707,400569,219954,10465
7054,1767,,10725,2030,2200,3755,4878,1583,4990,2048,390327,902,950,416,100131137,6035,390260,389090,81442,83460,388394,810,158131
7067,1777,,10847,2033,2202,3756,4893,1584,5013,2049,390429,915,956,417,56344,4995,403273,9038,387733,8433,338751,122706,403273
7097,1778,,10869,2034,2209,3757,4901,1585,5015,2051,390431,916,957,419,284382,728224,8290,390265,219875,440956,55505,81168,403244
7099,1785,,11011,2037,2210,3760,4909,1586,5017,2060,390433,917,958,420,85509,653240,283093,128372,134083,389493,723790,390168,387264
7124,1786,,11059,2039,2239,3761,4915,1588,5036,2064,390436,919,962,421,126206,8383,337960,119694,219874,85438,8337,119695,126003
7132,1788,,11073,2043,2245,3763,4920,1591,5075,2065,390437,920,965,427,26291,198437,390157,92304,256148,574414,126003,63933,100132463
7137,1789,,11100,2045,2249,3764,4976,1593,5076,2066,390439,925,966,429,114335,140432,56656,120787,387267,100507608,3906,340784,4496
7150,1793,,11113,2047,2252,3778,5015,1594,5077,2069,390442,926,969,430,26330,127066,4995,343169,120796,353,390113,6037,390327
7153,1798,,11174,2048,2253,3780,5048,1605,5078,2070,390445,930,974,432,58510,127059,347168,283111,219873,8387,3444,92483,4282
7172,1801,,11176,2049,2254,3782,5054,1621,5079,2078,390538,931,976,433,84063,85290,441150,386674,122748,8338,389816,219477,81470
7173,1811,,11198,2050,2255,3785,5076,1629,5080,2081,390648,939,977,434,7305,386674,83902,29121,119687,400569,26696,388323,9038
7201,1812,,11214,2059,2258,3796,5077,1630,5081,2099,390649,940,978,435,317701,26219,390079,128366,51077,85289,140432,219738,347168
7253,1820,,11215,2064,2260,3798,5078,1634,5083,2113,390882,948,987,438,317703,317772,198437,9636,119694,4496,79295,1163,387748
7276,1822,,22828,2066,2263,3800,5080,1639,5087,2115,390883,950,991,439,503834,148066,256892,150681,728224,337974,120787,390431,157773
7298,1825,,22862,2078,2273,3805,5083,1641,5089,2118,390892,953,993,440,4854,353137,27189,403274,653240,646000,284532,26658,343406
7299,1826,,22874,2081,2280,3836,5158,1643,5090,2119,391107,958,995,443,282617,128653,10588,401665,157773,83650,219738,551,8840
7357,1829,,22878,2091,2294,3837,5274,1644,5178,2120,391109,959,997,444,282616,157773,128312,4499,338755,158376,122742,219957,283092
7421,1830,,22992,2099,2308,3839,5307,1646,5241,2122,391112,966,998,445,282618,337959,390081,8290,8386,114335,51327,6035,4495
7422,1832,,22999,2104,2323,3842,5308,1650,5252,2123,391114,973,1000,460,284433,386680,343406,125958,7697,114336,2307,8392,163732
7442,1839,,23001,2107,2324,3921,5309,1663,5300,2131,391189,974,1001,462,29124,810,390167,92815,3456,4495,441669,390157,390066
7450,1848,,23013,2114,2334,3932,5310,1674,5307,2134,391190,975,1002,463,148003,81470,390436,2303,389090,340784,387264,387748,3846
7498,1852,,23019,2115,2339,3938,5311,1678,5308,2139,391191,977,1006,466,56891,8387,64073,440050,3846,317772,390265,120793,219960
7837,1856,,23020,2119,2355,3975,5318,1690,5309,2176,391192,987,1009,467,148066,100132386,26496,3040,134860,3045,4142,4495,26539
7846,1857,,23028,2120,2395,3987,5327,1716,5316,2180,391194,990,1010,468,653657,386677,386680,3039,339291,387266,119694,26648,254786
7852,1859,,23036,2122,2475,3992,5350,1717,5324,2185,391196,998,1012,471,653192,119764,7141,8433,3049,128312,81168,338751,386678
8001,1861,,23037,2130,2495,4000,5378,1718,5325,2191,391211,999,1013,472,129868,3040,441669,51077,120776,161198,727800,83460,3442
8399,1871,,23039,2131,2516,4038,5395,1719,5326,2192,392138,1000,1015,473,27302,3039,79310,254879,26189,147646,646862,8581,386672
8566,1874,,23040,2138,2521,4041,5444,1723,5359,2195,392309,1001,1016,474,200504,125958,64110,4496,390174,23547,26532,94086,100129271
8639,1877,,23043,2140,2529,4067,5459,1727,5396,2196,392376,1002,1017,475,344191,152217,390093,171169,401665,337972,29104,199675,83901
8654,1889,,23049,2146,2530,4087,5468,1729,5449,2200,392390,1004,1021,476,3238,143496,84616,4616,2864,219453,256892,339168,81282
8843,1894,,23054,2147,2539,4088,5498,1730,5450,2202,392391,1005,1024,477,3233,391109,4490,100288287,391112,124538,83901,79144,393046
8911,1896,,23060,2157,2547,4089,5521,1736,5451,2242,393046,1007,1026,478,92935,171169,3040,112401,57830,390992,388818,121130,79324
8913,1901,,23082,2158,2550,4092,5582,1737,5452,2243,401427,1008,1027,479,66037,26333,3039,338662,138802,390437,81850,219873,284827
8972,1902,,23091,2182,2554,4135,5589,1738,5453,2244,401663,1009,1031,480,4760,135458,6035,145258,135458,390892,11211,219858,4159
9340,1906,,23095,2185,2555,4144,5604,1741,5454,2246,401665,1012,1036,481,6637,220202,79324,391112,338751,219417,55586,8390,135941
9356,1908,,23112,2186,2557,4150,5605,1747,5455,2247,401666,1013,1043,482,150921,284433,83901,6887,219479,390162,83902,10880,353333
9817,1909,,23114,2187,2558,4154,5621,1749,5456,2250,401667,1019,1045,483,250,390442,391190,116512,81300,138883,64975,2856,120793
9971,1910,,23126,2194,2562,4185,5624,1756,5457,2253,401992,1020,1047,486,248,390436,390113,391190,81466,254786,119765,3906,259295
10060,1911,,23129,2200,2563,4208,5627,1758,5458,2254,401993,1021,1050,487,388960,100463486,728224,219469,644672,7293,403244,338675,119687
10280,1946,,23131,2201,2567,4211,5644,1760,5459,2255,401994,1027,1052,488,1412,3846,653240,391114,119695,122742,1346,4493,219417
10381,1947,,23132,2202,2623,4212,5663,1767,5460,2256,402135,1028,1053,489,10716,81469,4616,338398,121129,8386,768239,11211,138804
10544,1948,,23136,2209,2624,4217,5664,1776,5462,2257,402317,1029,1062,490,51263,6036,255783,256148,101060301,127059,391112,27006,440093
10673,1951,,23139,2239,2625,4236,5726,1778,5463,2260,403244,1030,1071,491,6694,319100,3846,147744,649330,26686,198437,7142,8338
10800,1956,,23140,2241,2626,4245,5727,1785,5465,2261,403253,1033,1073,492,2641,101927581,219469,337967,440563,387264,81870,388818,317772
10846,1959,,23158,2245,2643,4248,5728,1786,5467,2263,403257,1039,1080,493,129521,134860,256148,3754,343069,26533,5568,50674,219473
10988,1960,,23195,2253,2664,4294,5740,1789,5468,2264,403273,1040,1081,495,344387,100507608,84504,84504,120793,26219,390144,26493,259292
11255,1965,,23198,2254,2665,4297,5741,1798,5612,2266,403277,1041,1105,496,653275,29104,337959,390083,79544,26740,282616,27022,440050
